rxns	TCGA-44-6148-11	TCGA-50-5939-11	TCGA-49-6761-11	TCGA-55-6971-11	TCGA-91-6835-11	TCGA-38-4632-11	TCGA-49-6745-11	TCGA-44-2668-11	TCGA-91-6831-11	TCGA-55-6982-11
GT1Ate	1	1	1	1	1	1	1	1	1	1
GT1Atg	1	1	1	1	1	1	1	1	1	1
GTHDH	0	0	0	0	0	0	0	0	0	0
GTHO	1	1	1	1	1	1	1	1	1	1
GTHOm	1	1	1	1	1	1	1	1	1	1
GTHP	1	1	1	1	1	1	1	1	1	1
GTHPe	1	1	1	1	1	1	1	1	1	1
GTHPm	1	1	1	1	1	1	1	1	1	1
GTHRDt	1	1	1	1	1	1	1	1	1	1
GTHRDtr	1	1	1	1	1	1	1	1	1	1
GTHS	1	1	1	1	1	1	1	1	1	1
GTMLTe	1	1	1	1	1	1	1	1	1	1
GUACYC	1	1	1	1	1	1	1	1	1	1
GUAD	1	0	1	1	0	0	0	0	1	0
GUAPRT	1	1	1	1	1	1	1	1	1	1
GUAt	1	1	1	1	1	1	1	1	1	1
GULLACter	0	0	0	0	0	0	0	0	0	0
GULN3D	1	1	1	1	1	1	1	1	1	1
GULNDer	0	0	0	0	0	0	0	0	0	0
GULNter	0	0	0	0	0	0	0	0	0	0
GUR1PP	0	0	0	0	0	0	0	0	0	0
H2CO3D	1	1	1	1	1	1	1	1	1	1
H2ETer	1	1	1	1	1	1	1	1	1	1
H2MTer_L	1	1	1	1	1	1	1	1	1	1
H2MTer_U	1	1	1	1	1	1	1	1	1	1
H2O2syn	1	1	1	1	1	1	1	1	1	1
H2O2t	1	1	1	1	1	1	1	1	1	1
H2O2tly	0	0	0	0	0	1	0	0	0	0
H2O2tm	0	0	0	0	0	0	0	0	0	0
H2O2tn	1	1	1	1	1	1	1	1	1	1
H2O2tp	0	0	0	0	0	0	0	0	0	0
H2Ot	1	1	1	1	0	1	1	1	1	0
H2Oter	1	1	1	1	1	1	1	1	1	1
H2Otg	1	1	1	1	1	1	1	1	1	1
H2Otly	1	1	1	1	1	1	1	1	1	1
H2Otm	0	0	0	0	0	0	0	0	0	0
H2Otn	1	1	1	1	1	1	1	1	1	1
H2Otp	0	0	0	0	0	0	0	0	0	0
H3ETer	1	1	1	1	1	1	1	1	1	1
H3MTer_L	1	1	1	1	1	1	1	1	1	1
H3MTer_U	1	1	1	1	1	1	1	1	1	1
H4ET3er	1	1	1	1	1	1	1	1	1	1
H4ETer	1	1	1	1	1	1	1	1	1	1
H5MTer_L	1	1	1	1	1	1	1	1	1	1
H5MTer_U	1	1	1	1	1	1	1	1	1	1
H6_ET2er	0	0	0	0	0	0	0	0	0	0
H6ET3er	1	1	1	1	1	1	1	1	1	1
H6_ETer	1	1	1	1	1	1	1	1	1	1
H6MTer_L	1	1	1	1	1	1	1	1	1	1
H6MTer_U	1	1	1	1	1	0	1	1	0	1
H7ET2er	1	1	1	1	1	1	1	1	1	1
H7_ETer	0	0	0	0	0	0	0	0	0	0
H7MTer_L	1	1	1	1	1	0	1	1	0	1
H7MTer_U	1	1	1	1	1	0	1	1	0	1
H7_TAer	1	1	1	1	1	1	1	1	1	1
H8TAer	1	1	1	1	1	1	1	1	1	1
HACD1m	1	1	1	1	1	1	1	1	1	1
HACD9m	1	1	1	1	1	1	1	1	1	1
HAS1	1	1	1	1	1	1	1	1	1	1
HAS2	1	1	1	1	1	1	1	1	1	1
HAtly	1	1	1	1	1	1	1	1	1	1
HBZOPT10m	1	1	1	1	1	1	1	1	1	1
HCO3_CLt	1	1	1	1	1	1	1	1	1	1
HCOUMARINte	1	0	0	0	0	0	0	0	0	0
HDCAter	0	0	0	0	0	1	0	0	1	0
HDCAtr	0	0	0	0	0	0	0	0	0	0
HDCEAtr	1	1	1	0	1	0	1	1	1	1
HDD2COAtx	0	0	0	0	0	0	0	0	0	0
HESTRATRIOLte	1	1	1	1	1	1	1	1	1	1
HESTRATRIOLtr	1	1	1	1	1	1	1	1	1	1
HEX1	1	1	1	1	1	1	1	1	1	1
HEX10	1	1	1	1	1	1	1	1	1	1
HEX4	1	1	1	1	1	1	1	1	1	1
HEX7	1	1	1	1	1	1	1	1	1	1
HEXCCOAtx	1	1	1	1	1	1	1	1	1	1
HEXCt	1	1	1	1	1	1	1	1	1	1
HGNTOR	1	1	1	1	1	1	1	1	1	1
HIBDm	1	1	1	1	1	1	1	1	1	1
HISD	0	0	0	0	0	0	0	0	0	0
HISDC	1	1	0	1	1	1	0	1	1	0
HISt4	1	1	1	1	1	1	1	1	1	1
HISTAtu	1	1	1	1	1	1	1	1	1	1
HISTAVESSEC	1	1	0	1	0	0	0	0	1	1
HIStiDF	0	0	0	0	0	0	0	0	0	0
HIStN1	0	0	0	0	0	0	0	0	0	0
HKt	0	0	0	0	0	0	0	0	0	0
HKYNH	1	1	1	1	1	1	1	1	1	1
HMBS	1	1	1	1	1	1	1	1	1	1
HMGCOASi	1	1	1	1	1	1	1	1	1	1
HMGCOASim	1	1	1	1	1	1	1	1	1	1
HMGCOAtm	0	0	0	0	0	0	0	0	0	0
HMGCOAtx	1	1	1	1	1	1	1	1	1	1
HMGLm	1	1	1	1	1	1	1	1	1	1
HMGLx	1	1	1	1	1	1	1	1	1	1
HOMt4	1	1	1	1	1	1	1	1	1	1
HOXG	1	1	1	1	1	1	1	1	1	1
HPACtr	1	1	1	1	1	1	1	1	1	1
HPCLx	1	1	1	1	1	1	1	1	1	1
HPDCACRNCPT1	1	1	1	1	1	1	1	1	1	1
HPDCACRNCPT2	1	1	1	1	1	1	1	1	1	1
HPDCACRNt	1	1	1	1	1	1	1	1	1	1
HPDCAt	1	1	1	1	1	1	1	1	1	1
HPYRDC	0	0	0	0	0	0	0	0	0	0
HPYRR2x	1	1	1	1	1	1	1	1	1	1
HPYRRy	1	1	1	1	1	1	1	1	1	1
HPYRtp	0	0	0	0	0	0	0	0	0	0
HRETNtn	0	0	0	0	0	0	0	0	0	0
HS1ly	1	1	1	1	1	1	1	1	1	1
HS2ly	1	1	1	1	1	1	1	1	1	1
HS3ly	1	1	1	1	1	1	1	1	1	1
HS4ly	1	1	1	1	1	1	1	1	1	1
HSAT1ly	1	1	1	1	1	1	1	1	1	1
HSAT2ly	1	1	1	1	1	1	1	1	1	1
HSAT3ly	1	1	1	1	1	1	1	1	1	1
HSAT4ly	1	1	1	1	1	1	1	1	1	1
HSD11B1r	1	1	1	1	1	1	1	1	1	1
HSD11B2r	1	1	1	1	1	1	1	1	1	1
HSD17B1	1	1	1	1	1	1	1	1	1	1
HSD17B2r	0	0	0	0	0	0	0	0	1	0
HSD17B42x	1	1	1	1	1	1	1	1	1	1
HSD17B4x	1	1	1	1	1	1	1	1	1	1
HSD17B7r	1	1	1	1	1	1	1	1	1	1
HSD17B8r	0	0	0	0	0	0	0	0	0	0
HSD17B9r	1	1	1	1	1	1	1	1	1	1
HSD3A1r	0	0	1	1	1	1	1	1	1	1
HSD3A2r	1	1	0	0	0	0	0	0	0	0
HSD3B11	0	0	0	0	0	0	0	0	0	0
HSD3B11r	0	0	0	0	1	0	0	0	0	0
HSD3B12r	1	1	1	1	1	1	1	1	1	1
HSD3B13r	0	0	0	0	0	0	0	0	0	0
HSD3B2r	1	1	1	1	1	1	1	1	1	1
HSD3B3r	0	0	0	0	0	0	0	0	0	0
HSD3B7P	1	1	1	1	1	1	1	1	1	1
HSPASEly	1	1	1	1	1	1	1	1	1	1
HSPGtly	1	1	1	1	1	1	1	1	1	1
HTAXOLte	0	0	0	0	0	0	0	0	0	0
Htg	1	1	1	1	1	1	1	1	1	1
Htm	1	1	1	1	1	1	1	1	1	1
Htr	1	1	1	1	1	1	1	1	1	1
Htx	0	0	0	0	0	0	0	0	0	0
HXANtx	0	0	0	0	0	0	0	0	0	0
HXPRT	1	1	1	1	1	1	1	1	1	1
HYPOE	1	1	1	1	1	1	1	1	0	1
HYPTROX	1	1	1	1	1	1	1	1	1	1
HYXNt	1	1	1	1	1	1	1	1	1	1
ICDHxm	1	1	1	1	1	1	1	1	1	1
ICDHy	1	1	1	1	1	1	1	1	1	1
ICDHyp	1	1	1	1	1	1	1	1	1	1
ICDHyrm	1	1	1	1	1	1	1	1	1	1
IDHPOXOX2b	0	0	0	0	0	0	0	0	0	0
IDHPOXOX3	0	0	0	0	0	0	0	0	0	0
IDHPOXOX4	0	0	0	0	0	0	0	0	0	0
IDHPOXOXb	0	0	0	0	0	0	0	0	0	0
IDOAASE1ly	1	1	1	1	1	1	1	1	1	1
IDOAASE2ly	1	1	1	1	1	1	1	1	1	1
IDOAASE3ly	1	1	1	1	1	1	1	1	1	1
IDOAASE4ly	1	1	1	1	1	1	1	1	1	1
IDOURtly	1	1	1	1	1	1	1	1	1	1
IDPtn	1	1	1	1	1	1	1	1	1	1
ILEt4	1	1	1	1	1	1	1	1	1	1
ILEt5m	1	1	1	1	1	1	1	1	1	1
ILETA	1	1	1	1	1	1	1	1	1	1
ILETAm	1	1	1	1	1	1	1	1	1	1
ILEtec	1	1	1	1	1	1	1	1	1	1
IMPC	1	1	1	1	1	1	1	1	1	1
IMPD	1	1	1	1	1	1	1	1	1	1
INOSTO	0	0	0	0	0	0	0	0	0	0
INSt	1	1	1	1	1	1	1	1	1	1
INSt4	0	0	0	0	1	0	0	1	0	0
INSTt2r	1	1	1	1	1	1	1	1	1	1
INSTt4	1	1	1	1	1	1	1	1	1	1
IPDDIx	1	1	1	1	1	1	1	1	1	1
IPDPtx	1	1	1	1	1	1	1	1	1	1
It	0	0	1	1	0	1	0	1	1	0
ITCOAL1m	1	1	1	1	1	1	1	1	1	1
ITCOALm	1	1	1	1	1	1	1	1	1	1
ITPtn	1	1	1	1	1	1	1	1	1	1
IZPN	0	0	0	0	0	0	0	0	0	0
KAS8	1	1	1	1	1	1	1	1	1	1
KCC2t	1	1	1	1	1	1	1	1	1	1
KCCt	1	1	1	1	1	1	1	1	1	1
KDNH	1	1	1	1	1	1	1	1	1	1
KHK	1	1	1	1	1	1	1	1	1	1
KHK2	1	1	1	1	1	1	1	1	1	1
KHK3	1	1	1	1	1	1	1	1	0	1
KSII_CORE2t	1	1	1	1	1	1	1	1	1	1
KSII_CORE2tly	1	1	1	1	1	1	1	1	1	1
KSII_CORE4t	1	1	1	1	1	1	1	1	1	1
KSII_CORE4tly	1	1	1	1	1	1	1	1	1	1
KSIt	1	1	1	1	1	1	1	1	1	1
KSItly	1	1	1	1	1	1	1	1	1	1
KYN	1	1	1	1	1	1	1	1	1	1
KYN3OX	0	1	1	1	0	1	1	1	1	1
KYNAKGAT	1	1	1	1	1	1	1	1	1	1
KYNATESYN	1	1	1	1	1	1	1	1	1	1
LACZe	1	0	0	1	1	0	1	1	1	0
LALDO	1	1	1	1	1	1	1	1	1	1
LALDO2x	1	1	1	1	1	1	1	1	1	1
LAPCOAl	1	1	1	1	1	1	1	1	1	1
LCADi	1	1	1	1	1	1	1	1	1	1
LCADi_D	1	1	1	1	1	1	1	1	1	1
LCAT1e	1	1	1	1	1	0	0	1	1	1
LCTStg	1	1	1	1	1	1	1	1	1	1
LCYSTAT	1	1	1	1	1	1	1	1	1	1
LCYSTCBOXL	1	1	1	1	1	0	0	1	1	1
LDH_D	1	1	1	1	1	1	1	1	1	1
LDH_L	1	1	1	1	1	1	1	1	1	1
LEUKTRA4t	0	0	0	0	0	0	0	0	0	0
LEUKTRA4tr	1	1	1	1	1	1	1	1	1	1
LEUKTRB4t	1	0	1	1	1	1	0	1	1	0
LEUKTRC4t	0	0	0	0	0	0	0	0	0	0
LEUKTRD4t	0	0	0	0	0	0	0	0	0	0
LEUKTRD4tr	1	1	1	1	1	1	1	1	1	1
LEUKTRE4t	1	0	1	1	1	1	1	1	1	1
LEUKTRF4t	0	0	0	0	0	0	0	0	0	0
LEUt4	1	1	1	1	1	1	1	1	1	1
LEUt5m	1	1	1	1	1	1	1	1	1	1
LEUTA	1	1	1	1	1	1	1	1	1	1
LEUTAm	1	1	1	1	1	1	1	1	1	1
LEUtec	1	1	1	1	1	1	1	1	1	1
LFORKYNHYD	1	1	1	1	1	1	1	1	1	1
LGNCCOAtx	1	1	1	1	0	1	1	1	1	1
LGNCt	0	1	0	1	0	0	0	0	1	0
LGTHL	1	1	1	1	1	1	1	1	1	1
LIMNENte	0	0	0	0	0	0	0	0	0	0
LINKDEG1ly	1	1	1	1	1	1	1	1	1	1
LINKDEG2ly	1	1	1	1	1	1	1	1	1	1
LINKDEG3ly	1	1	1	1	1	1	1	1	1	1
LINKDEG4ly	1	1	1	1	1	1	1	1	1	1
L_LACDcm	1	1	1	1	1	1	1	1	1	1
L_LACt2r	1	1	1	1	1	1	1	1	1	1
L_LACt4r	0	0	0	0	0	0	0	0	0	0
LNELDCCPT1	1	1	1	1	1	1	1	1	1	1
LNELDCCPT2	1	1	1	1	1	1	1	1	1	1
LNELDCCRNt	1	1	1	1	1	1	1	1	1	1
LNELDCt	1	1	1	1	1	1	1	1	1	1
LNLCCPT1	1	1	1	1	1	1	1	1	1	1
LNLCCPT2	1	1	1	1	1	1	1	1	1	1
LNLCCRNt	1	1	1	1	1	1	1	1	1	1
LNLCt	1	1	1	1	1	1	1	1	1	1
LNLNCACPT1	1	1	1	1	1	1	1	1	1	1
LNLNCACPT2	1	1	1	1	1	1	1	1	1	1
LNLNCACRNt	1	1	1	1	1	1	1	1	1	1
LNLNCAt	1	1	1	1	1	1	1	1	1	1
LNLNCGCPT1	1	1	1	1	1	1	1	1	1	1
LNLNCGCPT2	1	1	1	1	1	1	1	1	1	1
LNLNCGCRNt	1	1	1	1	1	1	1	1	1	1
LNLNCGt	1	1	1	1	1	1	1	1	1	1
LNSTLSr	1	1	1	1	1	1	1	1	1	1
LPASE	1	1	1	1	1	1	1	1	1	1
LPCHOLt	1	1	1	1	1	1	1	1	1	1
LPCOXp	1	1	1	1	1	1	1	0	1	1
LPS	1	1	1	1	1	1	1	1	1	1
LPS2	1	1	1	1	1	1	1	1	1	1
LPS2e	0	0	0	0	0	0	0	0	0	0
LPS3	1	1	1	1	1	1	1	1	1	1
LPS3e	0	0	0	0	0	0	0	0	0	0
LPS4e	1	1	1	1	1	0	1	1	1	0
LPSe	0	1	1	0	0	0	0	1	1	1
LRAT	0	0	0	0	1	0	0	0	0	0
LRAT1	0	0	0	0	0	0	0	0	0	0
LRAT2	0	0	0	0	0	0	0	0	0	0
LSTO1r	1	1	1	1	1	1	1	1	1	1
LSTO2r	1	1	1	1	1	1	1	1	1	1
LTA4H	1	1	1	1	1	1	1	1	1	1
LTC4CP	0	0	0	0	0	0	0	0	0	0
LTC4Sr	1	1	1	1	1	1	1	1	1	1
LTD4DP	0	1	0	0	0	0	0	0	0	0
LYSOXp	1	1	1	1	1	1	1	0	1	1
LYSt4	1	1	1	1	1	1	1	1	1	1
LYStiDF	1	1	1	1	1	1	1	1	1	1
LYStip	1	1	1	1	1	1	1	0	1	1
LYStm	1	1	1	1	1	1	1	1	1	1
LYStn	1	1	1	1	1	1	1	1	1	1
M1316Mg	1	1	1	1	1	1	1	1	1	1
M13N2Tg	1	1	1	1	1	1	1	1	1	1
M13N4Tg	1	1	1	1	1	1	1	1	1	1
M14NTg	1	1	1	1	1	1	1	1	1	1
M16N4Tg	1	1	1	1	1	1	1	1	1	1
M16N6Tg	1	1	1	1	1	1	1	1	1	1
M16NTg	1	1	1	1	1	1	1	1	1	1
M4BTAer	1	1	1	1	1	1	1	1	1	1
M4CET3er	1	1	1	1	1	1	1	1	1	1
M4MPDOL_Lter	1	1	1	1	1	1	1	1	1	1
M4MPDOL_Uter	1	1	1	1	1	1	1	1	1	1
M7MASNBterg	1	1	1	1	1	1	1	1	1	1
M8MASNterg	1	1	1	1	1	1	1	1	1	1
MACACI	1	1	1	1	1	1	1	1	1	1
MACOXO	1	1	1	1	1	1	1	1	1	1
MAGt	0	0	0	0	0	0	0	0	0	0
MALSO3tm	1	1	1	1	1	1	1	1	1	1
MALSO4tm	1	1	1	1	1	1	1	1	1	1
MALT	1	1	1	1	1	1	1	1	1	1
MALTe	0	0	0	0	0	0	0	1	0	0
MALtm	1	1	1	1	1	1	1	1	1	1
MALTSULtm	1	1	1	1	1	1	1	1	1	1
MALTt1r	1	1	1	1	1	1	1	1	1	1
MAN1PT2	1	1	1	1	1	1	1	1	1	1
MAN6PI	1	1	1	1	1	1	1	1	1	1
MANt1r	1	1	1	1	1	1	1	1	1	1
MANt4	1	1	1	1	0	0	1	0	1	1
MANter	1	1	1	1	1	1	1	1	1	1
MANtg	1	1	1	1	1	1	1	1	1	1
MANtly	1	1	1	1	1	1	1	1	1	1
MAOX	1	1	1	1	1	1	1	1	1	1
MCCCrm	1	1	1	1	1	1	1	1	1	1
MCD	1	1	1	1	1	1	1	1	1	1
MCDm	1	1	1	1	1	1	1	1	1	1
MCITS	0	0	0	0	0	0	0	0	0	0
MCLACCYSR	1	1	1	1	1	1	1	1	1	1
MCLOR	1	1	1	1	1	1	1	1	1	1
MCPST	1	1	1	1	1	1	1	1	1	1
MDH	1	1	1	1	1	1	1	1	1	1
MDHm	1	1	1	1	1	1	1	1	1	1
MDRPD	1	1	1	1	1	1	1	1	1	1
ME1m	1	1	1	1	1	1	1	1	1	1
ME2	1	1	1	1	1	1	1	1	1	1
ME2m	1	1	1	1	1	1	1	1	1	1
MECOALm	1	1	1	1	1	1	1	1	1	1
MECOAS1m	1	1	1	1	1	1	1	1	1	1
MELATNOX	1	1	1	1	1	1	1	1	1	1
MEOHt2	1	0	1	1	1	0	1	1	1	1
MEOHtly	0	0	0	0	0	1	0	0	0	0
MEPIVESSte	1	0	1	1	1	1	1	1	0	1
MERCPLACCYSt	1	1	1	1	1	1	1	1	1	1
METAT	1	1	1	1	1	1	1	1	1	1
METLEUex	1	1	1	1	1	1	1	1	1	1
METS	1	1	1	1	1	1	1	1	1	1
METt4	1	1	1	1	1	1	1	1	1	1
METtec	1	1	1	1	1	1	1	1	1	1
MEVK1x	1	1	1	1	1	1	1	1	1	1
MG1er	1	1	1	1	1	1	1	1	1	1
MG2er	1	1	1	1	1	1	1	1	1	1
MG3er	1	1	1	1	1	1	1	1	1	1
MGCHrm	1	1	1	1	1	1	1	1	1	1
MGSA	0	0	0	0	0	0	0	0	0	0
MGSA2	0	0	0	0	0	0	0	0	0	0
MHISOR	1	1	1	1	1	1	1	1	1	1
MI1345PP	1	1	1	1	1	1	1	1	1	1
MI134P4P	0	0	0	0	0	0	0	0	0	0
MI134PP	1	1	1	1	1	1	1	1	1	1
MI13PP	0	0	0	0	0	0	0	0	0	0
MI145PK	1	1	1	1	1	1	1	1	1	1
MI145PP	1	1	1	1	1	1	1	1	1	1
MI14P4P	0	0	0	0	0	0	0	0	0	0
MI14PP	1	1	1	1	1	1	1	1	1	1
MI14Ptn	1	1	1	1	1	1	1	1	1	1
MI1P_Dtn	1	1	1	1	1	1	1	1	1	1
MI1PP	1	1	1	1	1	1	1	1	1	1
MI1PS	1	1	1	1	1	1	1	1	1	1
MI34PP	1	1	1	1	1	1	1	1	1	1
MI3PP	1	1	1	1	1	1	1	1	1	1
MI4PP	1	1	1	1	1	1	1	1	1	1
MLTG1e	1	1	1	1	1	0	1	1	1	1
MM5ag	1	1	1	1	1	1	1	1	1	1
MM5bg	1	1	1	1	1	1	1	1	1	1
MM5cg	1	1	1	1	1	1	1	1	1	1
MM6ag	1	1	1	1	1	1	1	1	1	1
MM6B1ag	1	1	1	1	1	1	1	1	1	1
MM6B1bg	1	1	1	1	1	1	1	1	1	1
MM6B2g	1	1	1	1	1	1	1	1	1	1
MM6bg	1	1	1	1	1	1	1	1	1	1
MM7Ag	1	1	1	1	1	1	1	1	1	1
MM7B1g	1	1	1	1	1	1	1	1	1	1
MM7B2g	1	1	1	1	1	1	1	1	1	1
MM7Cag	1	1	1	1	1	1	1	1	1	1
MM7Cbg	1	1	1	1	1	1	1	1	1	1
MM8Ag	1	1	1	1	1	1	1	1	1	1
MM8Ber	1	1	1	1	1	1	1	1	1	1
MM8Cg	1	1	1	1	1	1	1	1	1	1
MMCDm	1	1	1	1	1	1	1	1	1	1
MMEm	1	1	1	1	1	1	1	1	1	1
MMMm	1	1	1	1	1	1	1	1	1	1
MMSAD1m	1	1	1	1	1	1	1	1	1	1
MMSAD3m	1	1	1	1	1	1	1	1	1	1
MMTSADm	0	0	0	0	0	0	0	0	0	0
MOGAT	0	0	0	0	0	0	0	0	0	0
MTAP	1	1	1	1	1	1	1	1	1	1
MTHFC	1	1	1	1	1	1	1	1	1	1
MTHFCm	1	1	1	1	1	1	1	1	1	1
MTHFD	1	1	1	1	1	1	1	1	1	1
MTHFD2	1	1	1	1	1	1	1	1	1	1
MTHFD2m	1	1	1	1	1	1	1	1	1	1
MTHFDm	1	1	1	1	1	1	1	1	1	1
MTHGXLt	0	0	0	0	0	0	0	0	0	0
MTRI	1	1	1	1	1	1	1	1	1	1
N2M2NMASNt	1	1	1	1	1	1	1	1	1	1
N2M2NMASNtly	1	1	1	1	1	1	1	1	1	1
N3Tg	1	1	1	1	1	1	1	1	1	1
N4Tg	1	1	1	1	1	1	1	1	1	1
NACASPAH	0	0	0	0	0	0	0	0	0	0
NACASPtm	0	0	0	0	0	0	0	0	0	0
NACHEX10ly	1	1	1	1	1	1	1	1	1	1
NACHEX11ly	1	1	1	1	1	1	1	1	1	1
NACHEX12ly	1	1	1	1	1	1	1	1	1	1
NACHEX13ly	1	1	1	1	1	1	1	1	1	1
NACHEX14ly	1	1	1	1	1	1	1	1	1	1
NACHEX15ly	1	1	1	1	1	1	1	1	1	1
NACHEX16ly	1	1	1	1	1	1	1	1	1	1
NACHEX17ly	1	1	1	1	1	1	1	1	1	1
NACHEX18ly	1	1	1	1	1	1	1	1	1	1
NACHEX19ly	1	1	1	1	1	1	1	1	1	1
NACHEX1ly	1	1	1	1	1	1	1	1	1	1
NACHEX20ly	1	1	1	1	1	1	1	1	1	1
NACHEX21ly	1	1	1	1	1	1	1	1	1	1
NACHEX22ly	1	1	1	1	1	1	1	1	1	1
NACHEX23ly	1	1	1	1	1	1	1	1	1	1
NACHEX24ly	1	1	1	1	1	1	1	1	1	1
NACHEX25ly	1	1	1	1	1	1	1	1	1	1
NACHEX26ly	1	1	1	1	1	1	1	1	1	1
NACHEX27ly	1	1	1	1	1	1	1	1	1	1
NACHEX2ly	1	1	1	1	1	1	1	1	1	1
NACHEX3ly	1	1	1	1	1	1	1	1	1	1
NACHEX4ly	1	1	1	1	1	1	1	1	1	1
NACHEX5ly	1	1	1	1	1	1	1	1	1	1
NACHEX6ly	1	1	1	1	1	1	1	1	1	1
NACHEX7ly	1	1	1	1	1	1	1	1	1	1
NACHEX8ly	1	1	1	1	1	1	1	1	1	1
NACHEX9ly	1	1	1	1	1	1	1	1	1	1
NACHEXA10ly	1	1	1	1	1	1	1	1	1	1
NACHEXA11ly	1	1	1	1	1	1	1	1	1	1
NACHEXA12ly	1	1	1	1	1	1	1	1	1	1
NACHEXA13ly	1	1	1	1	1	1	1	1	1	1
NACHEXA14ly	1	1	1	1	1	1	1	1	1	1
NACHEXA15ly	1	1	1	1	1	1	1	1	1	1
NACHEXA16ly	1	1	1	1	1	1	1	1	1	1
NACHEXA17ly	1	1	1	1	1	1	1	1	1	1
NACHEXA18ly	1	1	1	1	1	1	1	1	1	1
NACHEXA19ly	1	1	1	1	1	1	1	1	1	1
NACHEXA1ly	1	1	1	1	1	1	1	1	1	1
NACHEXA20ly	1	1	1	1	1	1	1	1	1	1
NACHEXA21ly	1	1	1	1	1	1	1	1	1	1
NACHEXA22ly	1	1	1	1	1	1	1	1	1	1
NACHEXA2ly	1	1	1	1	1	1	1	1	1	1
NACHEXA3ly	1	1	1	1	1	1	1	1	1	1
NACHEXA4ly	1	1	1	1	1	1	1	1	1	1
NACHEXA5ly	1	1	1	1	1	1	1	1	1	1
NACHEXA6ly	1	1	1	1	1	1	1	1	1	1
NACHEXA7ly	1	1	1	1	1	1	1	1	1	1
NACHEXA8ly	1	1	1	1	1	1	1	1	1	1
NACHEXA9ly	1	1	1	1	1	1	1	1	1	1
NACUP	0	0	0	0	0	0	0	0	0	0
NADH2_u10m	0	0	0	0	0	0	0	0	0	0
NADHtpu	0	0	0	0	0	0	0	0	0	0
NADHtru	1	0	0	0	0	0	0	0	0	1
NADN	0	1	1	0	0	0	0	0	0	0
NADNe	1	0	0	1	1	1	1	1	1	1
NADPHtru	0	1	1	1	1	1	1	1	1	0
NADPHtxu	1	1	1	1	1	1	1	1	1	1
NADPNe	1	0	0	1	1	1	1	1	1	1
NADPtru	0	1	1	1	1	1	1	1	1	0
NADPtxu	1	1	1	1	1	1	1	1	1	1
NADS2	1	1	1	1	1	1	1	1	1	1
NADtn	1	1	1	1	1	1	1	1	1	1
NADtpu	0	0	0	0	0	0	0	0	0	0
NADtru	1	0	0	0	0	0	0	0	0	1
NAGA2ly	1	1	1	1	1	1	1	1	1	1
NAGAlby	0	0	1	0	1	0	0	1	0	0
NAGAly	1	1	1	1	1	1	1	1	1	1
NAGLCAly	1	1	1	1	1	1	1	1	1	1
NAHCO3_HCLt	1	1	0	1	1	0	1	1	1	1
NAIt	0	0	0	0	0	0	0	0	0	0
NaKt	1	1	1	1	1	1	1	1	1	1
NAt	1	1	1	1	1	1	1	1	1	1
NAt3_1	1	1	1	1	1	1	1	1	1	1
NAt5	1	1	1	1	1	1	1	1	1	1
NAtx	1	1	1	1	1	1	1	1	1	1
NBAHH_ir	1	1	1	1	1	1	1	1	1	1
NCAMUP	1	1	1	1	1	1	1	1	1	1
NCCt	0	0	0	0	0	0	0	0	0	0
NCKt	1	1	1	1	1	1	1	1	1	1
NCNt	1	1	1	1	1	1	1	1	1	1
NDP10ex	1	1	1	1	1	1	1	1	1	1
NDP3ex	1	1	1	1	1	1	1	1	1	1
NDP6	0	0	0	0	0	0	0	0	0	0
NDP7er	1	1	1	1	1	1	1	1	1	1
NDP7ex	1	1	1	1	1	1	1	1	1	1
NDP7g	1	1	1	1	1	1	1	1	1	1
NDP8	1	1	1	1	1	1	1	1	1	1
NDP8ex	1	1	1	1	1	1	1	1	1	1
NDPK1	1	1	1	1	1	1	1	1	1	1
NDPK10	1	1	1	1	1	1	1	1	1	1
NDPK10n	1	1	1	1	1	1	1	1	1	1
NDPK1m	1	1	1	1	1	1	1	1	1	1
NDPK1n	1	1	1	1	1	1	1	1	1	1
NDPK2	1	1	1	1	1	1	1	1	1	1
NDPK2m	1	1	1	1	1	1	1	1	1	1
NDPK2n	1	1	1	1	1	1	1	1	1	1
NDPK3	1	1	1	1	1	1	1	1	1	1
NDPK3m	1	1	1	1	1	1	1	1	1	1
NDPK3n	1	1	1	1	1	1	1	1	1	1
NDPK4	1	1	1	1	1	1	1	1	1	1
NDPK4m	1	1	1	1	1	1	1	1	1	1
NDPK4n	1	1	1	1	1	1	1	1	1	1
NDPK5	1	1	1	1	1	1	1	1	1	1
NDPK5m	1	1	1	1	1	1	1	1	1	1
NDPK5n	1	1	1	1	1	1	1	1	1	1
NDPK6	1	1	1	1	1	1	1	1	1	1
NDPK6m	1	1	1	1	1	1	1	1	1	1
NDPK6n	1	1	1	1	1	1	1	1	1	1
NDPK7	1	1	1	1	1	1	1	1	1	1
NDPK7m	1	1	1	1	1	1	1	1	1	1
NDPK7n	1	1	1	1	1	1	1	1	1	1
NDPK8	1	1	1	1	1	1	1	1	1	1
NDPK8m	1	1	1	1	1	1	1	1	1	1
NDPK8n	1	1	1	1	1	1	1	1	1	1
NDPK9	1	1	1	1	1	1	1	1	1	1
NDPK9n	1	1	1	1	1	1	1	1	1	1
NH4t3r	0	0	0	0	0	0	0	0	0	0
NH4tn	1	1	1	1	1	1	1	1	1	1
NH4tp	1	1	1	1	1	1	1	1	1	1
